,Address,ITM_E,ITM_N,Geo Co-ordinates
2388,"Castlekeely, Caragh, kildare",685891,721821,POINT (-6.713263286656139 53.23981394923444)
2389,"Kilheale Manor, Hartwell Road, Kill, kildare",692654,722760,POINT (-6.61170482228682 53.24711386521356)
2390,"backmoone, moone, kildare",677486,694247,POINT (-6.845804729180672 52.99334195223293)
2391,"Castle Gardens, Kilkenny, kilkenny",655034,651555,POINT (-7.187378757905013 52.61245166911024)
2392,"Sion Road, Lavistown, kilkenny",655034,651555,POINT (-7.187378757905013 52.61245166911024)
2393,"Simonsland, Threecastles, kilkenny",646364,661510,POINT (-7.31398818833549 52.70272950284211)
2394,"Scartnamoe, Glenmore, kilkenny",665174,619237,POINT (-7.043988286385807 52.32088802879087)
2395,"Rath Glen, Killeshin, laois",641157,693531,POINT (-7.386986897486118 52.99092850625499)
2396,"Lugmeen, Drumkeeran, leitrim",590710,824427,POINT (-8.14226967099976 54.16873108069683)
2397,"annaduff, drumsna, leitrim",600692,797026,POINT (-7.98946495728764 53.92259279593694)
2398,"Caislean Na HAbhann, Groody Rd, Castletroy , Limerick, limerick",562516,658234,POINT (-8.554255961339033 52.67397382098835)
2399,"Caislean Na HAbhann, Groody Rd, Castletroy , Limerick, limerick",562516,658234,POINT (-8.554255961339033 52.67397382098835)
2400,"Doon South, Doon, limerick",482804,617732,POINT (-9.718288396636636 52.29872905480592)
2401,"University of Limerick, Sreelane, limerick",544869,641505,POINT (-8.812382661225932 52.52212042091136)
2402,"Crean, Bruff, limerick",558351,671469,POINT (-8.617516407171848 52.79261727681064)
2403,"National Technological Park, Plassey, Castletroy, limerick",544869,641505,POINT (-8.812382661225932 52.52212042091136)
2404,"Castle Road, Limerick, limerick",713755,667211,POINT (-6.315213154535426 52.74398781362281)
2405,"Milestown, Kilsaran, louth",699609,740288,POINT (-6.502024730939139 53.40332475503739)
2406,"Callystown, Termonfeckin, louth",714755,783852,POINT (-6.258332340704136 53.79156169434432)
2407,"Gallagh, Dunleer, louth",700601,607577,POINT (-6.5279518998973 52.21076873645134)
2408,"Eskeragh, Bellacorrick, Ballina, mayo",572840,673176,POINT (-8.40284170679292 52.80888238876684)
2409,"Ballysakeery, Ballina, mayo",524002,826760,POINT (-9.164312577757416 54.18415185918946)
2410,"Gortatober, Ower, Headford, galway",522791,747850,POINT (-9.163052784958143 53.47501904624361)
2411,"Cloondeash, (Mountdaisy), Castlebar, mayo",511244,799206,POINT (-9.351651330446847 53.93457765877444)
2412,"High Road, Mornington, meath",688063,768372,POINT (-6.667708611867138 53.65768947099826)
2413,"Agher, Summerhill, meath",683663,745455,POINT (-6.740388142816788 53.45251541532775)
2414,"Towlagh, Clonard, meath",688063,768372,POINT (-6.667708611867138 53.65768947099826)
2415,"Demailstown, wilkinstown, meath",688063,768372,POINT (-6.667708611867138 53.65768947099826)
2416,"Painstown, Dunshaughlin, meath",696024,750132,POINT (-6.552915618289965 53.49242638667688)
2417,"Tullylone, Tydavnet, monaghan",663366,840461,POINT (-7.02628486752833 54.30896030273009)
2418,"Knockaturly, Monaghan, monaghan",667215,828153,POINT (-6.969908925351196 54.19789214325704)
2419,"Creggan, Ferbane, offaly",612181,897615,POINT (-7.810438179095025 54.82627545724772)
2420,"Aghanrush, Killeigh, offaly",637676,718978,POINT (-7.435847266649388 53.21987307008006)
2421,"KILLELLERY, GEASHILL, offaly",642893,720325,POINT (-7.357552873769297 53.23158259951673)
2422,"St Nathys College, Ballaghaderreen, roscommon",558420,796221,POINT (-8.632885315777022 53.91369178710529)
2423,"Carrigeensallagh, Collooney, sligo",567054,823088,POINT (-8.504388016241956 54.15572696743492)
2424,"Knocknahur, Seafield, sligo",569339,818185,POINT (-8.468909243033416 54.11181280669435)
2425,"Russelstown, Monard, tipperary",584139,640232,POINT (-8.233670713523145 52.51323572772655)
2426,"Garryclough, Gortnahoo, tipperary",599651,652230,POINT (-8.005154260002385 52.62130565142074)
2427,"n/a, Ballinahinch, tipperary",599651,652230,POINT (-8.005154260002385 52.62130565142074)
2428,"Church Street, Templemore, tipperary",611534,671756,POINT (-7.828973953699107 52.79668017474921)
2429,"Clonea Road, Dungarvan, waterford",619338,605000,POINT (-7.717134344941401 52.19644680365045)
2430,"Clonea Road, Dungarvan, waterford",619338,605000,POINT (-7.717134344941401 52.19644680365045)
2431,"Ballogarthy, Kilmacthomas, waterford",639637,606735,POINT (-7.420020974392572 52.2109560847376)
2432,"Garranmillon Lower, Kilmacthomas, waterford",634876,604520,POINT (-7.489909976727308 52.19136874565877)
2433,"Cullionmore, , Mullingar, westmeath",636917,753182,POINT (-7.443217580542209 53.5272993230716)
2434,"Athlone Town Shopping Centre, Athlone, westmeath",636917,753182,POINT (-7.443217580542209 53.5272993230716)
2435,"Great Island, New Ross, wexford",557330,570971,POINT (-8.619891501331566 51.88926948090594)
2436,"Knocknagross, Ballyhoge, wexford",694642,632181,POINT (-6.608197777570028 52.43291170041599)
2437,"Irishtown, New Ross, wexford",698818,794002,POINT (-6.496851161558746 53.88600853552527)
2438,"DONAGHMORE, , BALLYGARRETT, wexford",718676,648818,POINT (-6.248984010370268 52.5776922635923)
2439,"Whitestown, Rathaspick, wexford",703007,617238,POINT (-6.489813201092086 52.29713308319149)
2440,"Kilmallock, Ballymurn,, Enniscorthy, wexford",693539,635742,POINT (-6.623415962308971 52.46509952997985)
2441,"ArdRoss, NewRoss, wexford",672224,628271,POINT (-6.938649196490207 52.40119353055733)
2442,"Sarshill, Kilmore, wexford",698594,606282,POINT (-6.557686107085249 52.19949470010861)
2443,"Knockroe, Delgany, wicklow",729214,709315,POINT (-6.069627703517233 53.1187148361638)
2444,"Ballinalea, Ashford, wicklow",726858,696404,POINT (-6.109888164273579 53.00330771930296)
2445,"Kish Business Park, Arklow, wicklow",706700,695550,POINT (-6.410374540773367 53.00002906520766)
2446,"Balleese Upper, Rathdrum, wicklow",720509,687950,POINT (-6.207577634860564 52.92883020648396)
2447,"Tullow Road, Rathvilly, carlow",688908,682756,POINT (-6.678863457291035 52.88832073199514)
2448,"Ullard More, Myshall, carlow",682883,662674,POINT (-6.773456980318184 52.70883205344553)
2449,"Cranadillon, Virginia, cavan",661687,786793,POINT (-7.063001093811235 53.82697913717028)
2450,"Cavan Road,, Virginia, cavan",661687,786793,POINT (-7.063001093811235 53.82697913717028)
2451,"Ballysheenmore, Sixmilebridge, clare",545500,664761,POINT (-8.806920798394742 52.73118863658517)
2452,"Shandangan, Kilnaboy, clare",529841,691717,POINT (-9.044528034224813 52.97161661478057)
2453,"Ballyellery, Lahinch, clare",508361,689571,POINT (-9.363628293963238 52.94909550312059)
2454,"Main Street, Doonbeg, clare",499123,667217,POINT (-9.494132155243078 52.74659714123863)
2455,"Lissard, Burnfort, cork",557903,554084,POINT (-8.609516452377934 51.73751991100318)
2456,"Anngrove, Carrigtwohill, cork",580442,573997,POINT (-8.284309021941388 51.91775986478331)
2457,"Newmarket GNS, Garraunawarrig Upper, Newmarket, cork",532570,607197,POINT (-8.986693642114361 52.21240932204325)
2458,"Coolkellure Rise, Lehanaghmore, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
2459,"Dunworley, Laurel Hill, Monkstown, cork",629108,691530,POINT (-7.566624000094999 52.97373484020329)
2460,"Kilnagleary , Carrigaline , cork",575445,558776,POINT (-8.355866905138653 51.78073986560651)
2461,"Killnagleary Rd, Carrigaline, cork",575445,558776,POINT (-8.355866905138653 51.78073986560651)
2462,"Waterdyke, Shanballymore,, Doneraile, cork",559075,607558,POINT (-8.59892376572455 52.21825922312183)
2463,"Spuree td Castlelyons, Fermoy, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
2464,"Lehanaghmore, Cork, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
2465,"Rathcoole, Mallow, cork",701223,787921,POINT (-6.462286862127503 53.83091991270346)
2466,"ADAMSTOWN, BALLINHASSIG, cork",565032,563474,POINT (-8.507247093703514 51.82241626493299)
2467,"Lacknalooha Upper, Mallow, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
2468,"Curraghrour East, Banteer, cork",542390,597317,POINT (-8.841340561931094 52.12472416135932)
2469,"Gortnamucky, Carrigtwohill, cork",582186,574779,POINT (-8.258997738140216 51.92484777123846)
2470,"Kilbronoge, Schull, cork",496344,532617,POINT (-9.494235086713218 51.53660705286276)
2471,"ballinora , Waterfall, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
2472,"Main St., Ballybofey, donegal",600295,902033,POINT (-7.995404660875042 54.86611764226576)
2473,"Meenavoy, Ballybofey, donegal",614762,899366,POINT (-7.770183402622448 54.84193816742309)
2474,"Meenaneary, Carrick, donegal",559328,883709,POINT (-8.630975377021146 54.69983863409653)
2475,"OWENBOY, Donegal, donegal",591008,886681,POINT (-8.139595841173344 54.72810355592577)
2476,"Manorcunningham Churchland, Manorcunningham, donegal",623437,911778,POINT (-7.634122948453691 54.95312201907441)
2477,"Portnoo, Naran, donegal",600295,902033,POINT (-7.995404660875042 54.86611764226576)
2478,"Swillybrin, Dunfanaghy, donegal",603389,933599,POINT (-7.946834341822798 55.14970872889095)
2479,"Killybegs Td, , Killybegs, donegal",571675,878670,POINT (-8.438946039634111 54.65541066333495)
2480,"Ballymacphadin, Kilcar, donegal",561587,879424,POINT (-8.595368362060807 54.66151769078192)
2481,"Kilrean, Cloghan, donegal",601946,898466,POINT (-7.969710359497161 54.83406564355785)
2482,"Dromore, Ballindrait,, Lifford PO, donegal",600295,902033,POINT (-7.995404660875042 54.86611764226576)
2483,"Ballaghderg, Letterkenny, donegal",617289,915266,POINT (-7.729888316640866 54.98471046950232)
2484,"Scoil Bhride, Shantalla, Galway, galway",537171,736739,POINT (-8.944257815959372 53.37709193607544)
2485,"Aghrane, Ballygar, galway",537171,736739,POINT (-8.944257815959372 53.37709193607544)
2486,"Aille, Barna, galway",522622,725619,POINT (-9.160156424804866 53.2752480344151)
2487,"Drumaveg, Moycullen, galway",523072,730983,POINT (-9.154710336968881 53.32350994268738)
2488,"Kiltroge, Claregalway, galway",539019,733277,POINT (-8.915820850941236 53.34619968670532)
2489,"Esker, Athenry, galway",554182,725719,POINT (-8.687030406380597 53.27981117860482)
2490,"Knocknadaula, Loughrea, galway",560655,724038,POINT (-8.58976740620019 53.26522439785067)
2491,"Cregcarragh, Claregalway, galway",541252,731984,POINT (-8.882049999590047 53.33483357373618)
2492,"Drumbane, Dunmore, galway",629008,893063,POINT (-7.549036927117687 54.78468696078568)
2493,"Cregboy, Kinvarra, galway",536251,731276,POINT (-8.956982220069914 53.32789311484071)
2494,"Boley, Portumna, galway",585357,707751,POINT (-8.218752480214022 53.12010806912628)
2495,"Ballyfinnane , Killarney, kerry",487954,605383,POINT (-9.638721662743562 52.18884845056508)
2496,"Ardfert, Tralee, kerry",479402,621004,POINT (-9.769314069574166 52.32738941081406)
2497,"Ballyhorgan West, Lixnaw, kerry",492064,630642,POINT (-9.586730261546428 52.416622033381)
2498,"CWS, Rock, Street, Tralee, kerry",495613,602884,POINT (-9.525981260904734 52.16789593224378)
2499,"Clashnagarrane, Kilcummin, Killarney, kerry",520558,837783,POINT (-9.219980167008822 54.28265613017266)
2500,"Killaha East, Kenmare, kerry",489463,568095,POINT (-9.604624414070642 51.85410553056632)
2501,"Gortacollopa, Fossa, kerry",489184,592979,POINT (-9.616699785506473 52.07764463325164)
2502,"Ballyvirrane, milltown, kerry",482378,598507,POINT (-9.71785368091029 52.12590920053419)
2503,"Gortnaboul, Kilgarvan, kerry",500245,573554,POINT (-9.449740388764013 51.90519208574635)
2504,"Doonard, Tarbert, kerry",551220,719873,POINT (-8.730545512930076 53.22701294421402)
2505,"Main Street, Killarney, kerry",495613,602884,POINT (-9.525981260904734 52.16789593224378)
2506,"Listymurragh, Killarney, kerry",497783,588723,POINT (-9.490023162946242 52.04105446030919)
2507,"Duneany, Kildare, kildare",668650,708419,POINT (-6.97437723836553 53.12189511743768)
2508,"Captains Hill , Leixlip, kildare",699659,736425,POINT (-6.502491658159462 53.36861093337787)
2509,"knockpatrick, Castledermot, kildare",680958,685058,POINT (-6.796394311516978 52.91026066592134)
2510,"Straffan Road, Maynooth, kildare",693661,737030,POINT (-6.592409558812937 53.37514282190008)
2511,"Burtown Big, Athy, kildare",674348,694958,POINT (-6.892373680241864 53.00017531491849)
2512,"Ardkill, Carbury , kildare",670236,735181,POINT (-6.94478794798709 53.36216044351436)
2513,"Kilheale Manor, Hartwell Road, Kill, kildare",692654,722760,POINT (-6.61170482228682 53.24711386521356)
2514,"The Square, Kilcock, kildare",687614,738448,POINT (-6.682866898960798 53.38891963749614)
2515,"Firoda Lower, Castlecomer , kilkenny",652827,673686,POINT (-7.216407990024543 52.81156319246357)
2516,"Raheendonore, Graignamanagh, kilkenny",667496,641788,POINT (-7.005382588718632 52.52327299912007)
2517,"Crosspatrick, Crosspatrick, kilkenny",626847,667393,POINT (-7.602274791321134 52.75692296194373)
2518,"Guilkagh More and Ballycurrin, Tullogher, kilkenny",655034,651555,POINT (-7.187378757905013 52.61245166911024)
2519,"convent rd, Graiguenamanagh, kilkenny",667213,645213,POINT (-7.008859210156141 52.5540877912059)
2520,"Rossmore, Killeshin, laois",637320,648706,POINT (-7.449245166688468 52.58835130425064)
2521,"ROSKELTON , MOUNTRATH, laois",635203,695186,POINT (-7.47548415725463 53.00622622871465)
2522,"Curraghfore, Manorhamilton, leitrim",588995,841339,POINT (-8.169154057789266 54.32066052762224)
2523,"Tulla, Glenroe, limerick",537101,702821,POINT (-8.938621176909663 53.07230000899493)
2524,"Newtown, Caherconlish, limerick",546507,706460,POINT (-8.798880117077157 53.10602591997504)
2525,"Ballinacarriga, Kildimo, limerick",544060,651137,POINT (-8.82592687266485 52.60860253944347)
2526,"Roches road, Rahtkeale, limerick",544869,641505,POINT (-8.812382661225932 52.52212042091136)
2527,"Sandylane, Boher, limerick",568066,651865,POINT (-8.471578228351701 52.61708655547336)
2528,"Ballykennedy South, Ballingarry, limerick",538191,634720,POINT (-8.909514635652583 52.46042673898571)
2529,"Rylanes, Ballingarry, limerick",541389,636607,POINT (-8.86279384121657 52.47773810023109)
2530,"blossomhill, rathkeale, limerick",541123,651744,POINT (-8.869392994189495 52.6137473974462)
2531,"Moorehall Close, Hale Street, Ardee, louth",700747,795264,POINT (-6.467105188656862 53.89697401999561)
2532,"Dowdstown, Ardee, louth",697496,793826,POINT (-6.517008976396109 53.8846775728214)
2533,"CURRANE, MULRANNY, mayo",533741,550361,POINT (-8.9586034915546 51.70172228773156)
2534,"Clooneen, Belmullet, mayo",468674,836800,POINT (-10.01588674412119 54.26314072461138)
2535,"COOLEGRAINE, FOXFORD, mayo",511244,799206,POINT (-9.351651330446847 53.93457765877444)
2536,"Emmett St, Ballina, mayo",572840,673176,POINT (-8.40284170679292 52.80888238876684)
2537,"Park Road, Newpark, Swinford, mayo",535342,678231,POINT (-8.959958915661753 52.85111841560016)
2538,"Carrowbeg, Kilkelly, mayo",538668,769918,POINT (-8.928258572968611 53.67539706168969)
2539,"Riverstown,, Kilmessan, meath",688122,755192,POINT (-6.67053979192675 53.53926887416419)
2540,"Ballybin Road, Ratoath, meath",701734,750809,POINT (-6.466679204504405 53.49743566824694)
2541,"Dangan, Summerhill, meath",682190,751219,POINT (-6.761051672868949 53.50453451769879)
2542,"Flemington, Balrath , meath",688063,768372,POINT (-6.667708611867138 53.65768947099826)
2543,"Mannanstown, Ardcath, meath",706720,764676,POINT (-6.386829698806267 53.62101626484423)
2544,"Fowlerstown, Stamullen, meath",708748,764671,POINT (-6.356190111132146 53.620554367844)
2545,"Oak View, Mornington, meath",688063,768372,POINT (-6.667708611867138 53.65768947099826)
2546,"Boolykeagh, Longwood, meath",669406,744549,POINT (-6.955195032725174 53.44644474156771)
2547,"Rathinree Upper, Moynalty, meath",671919,781091,POINT (-6.908941110737628 53.77443450905606)
2548,"Monaghan Road, Clones, monaghan",657263,834136,POINT (-7.121264058545604 54.25285404032216)
2549,"Darraghlan, Stranooden, Monaghan, monaghan",666179,824960,POINT (-6.986485044462905 54.16934010124003)
2550,"Ballycowan, Tullamore, offaly",629384,725039,POINT (-7.559446283874957 53.27486515133631)
2551,"Cappanalosset, Ballycumber, offaly",615752,731317,POINT (-7.763516353436421 53.33186489300959)
2552,"Arden Lane, Arden Road, Tullamore, offaly",624465,722747,POINT (-7.633371150472769 53.25451689537456)
2553,"Carrownskeheen, Kilglass, roscommon",598405,784476,POINT (-8.024217137200363 53.80981474351638)
2554,"Frenchpark Demesne, Roscommon, roscommon",572107,792618,POINT (-8.424236526295875 53.88223298409475)
2555,"Foyoges, Ballyfarnan, sligo",584532,815145,POINT (-8.236405331329435 54.08517715600001)
2556,"Marren Park, Ballymote, sligo",565594,816752,POINT (-8.526017309626614 54.09869997894671)
2557,"Kilbreedy, Ardmayle, Cashel, tipperary",605252,646458,POINT (-7.922526633692261 52.56940128746091)
2558,"Donaskeagh, Tipperary, tipperary",595109,641191,POINT (-8.072070601854762 52.52206413196613)
2559,"Dualla, Cashel, tipperary",607901,790989,POINT (-7.879870613571798 53.86828407584333)
2560,"glenbane lower, Hollycross, tipperary",607310,651458,POINT (-7.892058316075631 52.61431782538571)
2561,"Scrahan, Kilmacthomas, waterford",641052,606481,POINT (-7.399348322997009 52.2085695308755)
2562,"Ballinaclash, Clashmore, waterford",716175,684898,POINT (-6.273099224604624 52.90236724839536)
2563,"Dromore, Cappoquin, waterford",610193,590389,POINT (-7.851339430320167 52.06535702555586)
2564,"Kilmoylin, Kilmacthomas, waterford",641373,604992,POINT (-7.394833722318127 52.19516215125773)
2565,"Abbeyside , Dungarvan, waterford",626254,593543,POINT (-7.616857853130313 52.09317905767932)
2566,"Newcastle, Tyrrellspass, westmeath",641254,775118,POINT (-7.374904856052217 53.72409314159898)
2567,"Annalee, Newtown,, Moate, westmeath",618327,737403,POINT (-7.724506008065118 53.38647570356036)
2568,"Aghavoneen, Athlone, westmeath",612121,736989,POINT (-7.81781069004273 53.38293396722194)
2569,"Rickardstown, Collinstown, westmeath",653368,763057,POINT (-7.193439486978839 53.61462048032683)
2570,"Hillquarter, Athlone, westmeath",603014,743721,POINT (-7.954632472015851 53.44356366717766)
2571,"Lough Sheever Business Park, Mullingar, westmeath",636917,753182,POINT (-7.443217580542209 53.5272993230716)
2572,"St. Edmonds, Artramon, wexford",702898,627735,POINT (-6.488196266147061 52.39147248363209)
2573,"TAULLAGHT, Saltmills, wexford",693539,635742,POINT (-6.623415962308971 52.46509952997985)
2574,"Whitewell, Ballyoughter, Camolin, wexford",604156,657225,POINT (-7.93855861554875 52.66618487317464)
2575,"Ballybanoge Edermine, Enniscorthy, wexford",693539,635742,POINT (-6.623415962308971 52.46509952997985)
2576,"Tintern, Ballycullane, wexford",679586,610559,POINT (-6.834675308391034 52.24100188832183)
2577,"Curraduff, Kiltealy, wexford",685363,647542,POINT (-6.740677972303492 52.57247335649736)
2578,"Vevay Road, Bray, wicklow",706700,695550,POINT (-6.410374540773367 53.00002906520766)
2579,"Ballygannon, Kilcoole, wicklow",730486,709244,POINT (-6.050665687196263 53.11776757701089)
2580,"Russborough, Blessington, wicklow",695676,710939,POINT (-6.56997849514016 53.14037406374613)
2581,"Park, Carlow, carlow",672991,672848,POINT (-6.917549119775462 52.80168163734681)
2582,"Drumbo, Cavan, cavan",643379,807916,POINT (-7.338071258661356 54.0186285218359)
2583,"Crossbeg, Knockalough, clare",549348,785710,POINT (-8.769222210981821 53.81843992587946)
2584,"Ballyhickey, Quin, clare",541862,676483,POINT (-8.862859506389096 52.83615280547915)
2585,"Maryborough Downs, Maryborough Hill, Douglas, cork",571371,567600,POINT (-8.415637618179607 51.85986544862972)
2586,"Curraghavoe, Mitchelstown, cork",586762,610484,POINT (-8.193853394414619 52.24592037660118)
2587,"knockduffupper, meelin, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
2588,"Tracashel, Glengarriff, cork",490779,552411,POINT (-9.580594446734063 51.71342999082843)
2589,"Crookhaven, Crookhaven, cork",479931,525227,POINT (-9.728211539982206 51.46695220200614)
2590,"Carrigaline Road, Douglas, cork",571371,567600,POINT (-8.415637618179607 51.85986544862972)
2591,"Ballynella, Castlelyons, cork",587993,591622,POINT (-8.175160227589119 52.07640391471757)
2592,"Killeagh Gardens, Killeagh, cork",600307,576617,POINT (-7.995534862930088 51.94165453067222)
2593,"Curragh, Kanturk, cork",537116,604517,POINT (-8.919684930631002 52.1888601432353)
2594,"Killacloyne, Carrigtwohill, cork",579261,573852,POINT (-8.301467900377922 51.9164137458273)
2595,"Cloghane, Goleen, cork",474245,524141,POINT (-9.809623913147613 51.45595972675503)
2596,"Coolnanave, Mitchelstown, cork",581746,614121,POINT (-8.267502122130356 52.27846802031534)
2597,"leamcon, Schull, cork",564548,713005,POINT (-8.530189989628449 53.16634804606341)
2598,"Farran Park, Farran, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
2599,"Ballynona, Dungourney, cork",593519,580191,POINT (-8.09432971964174 51.97374368551101)
2600,"Coolgfugh, Cloghroe, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
2601,"Douglas Street, Douglas, cork",571371,567600,POINT (-8.415637618179607 51.85986544862972)
2602,"Coosheen, Schull, cork",494195,531314,POINT (-9.524810620741949 51.52449908689492)
2603,"Circular Road, Letterkenny, donegal",600295,902033,POINT (-7.995404660875042 54.86611764226576)
2604,"Derries, Glenties, donegal",581113,892132,POINT (-8.293562695860173 54.77680498419858)
2605,"Dooish, Newtowncunningham, donegal",609444,894486,POINT (-7.853133450484792 54.79822138234744)
2606,"Hornhead Road, Dunfanaghy, donegal",598999,935326,POINT (-8.015709500435902 55.1652350408332)
2607,"Kilrickle, Loughrea, galway",537171,736739,POINT (-8.944257815959372 53.37709193607544)
2608,"Garrynagry, Rosscahill, galway",525453,677953,POINT (-9.10668665177916 52.84734270388938)
2609,"Roo, Craughwell, galway",550967,718404,POINT (-8.734108422718611 53.21378867167442)
2610,"Tooreeny, Moycullen, galway",522532,729730,POINT (-9.162508057293852 53.31217287915279)
2611,"Killeely more, Kilcolgan, galway",542119,717908,POINT (-8.8664729650448 53.20844202690928)
2612,"Mags Boreen, Barna, galway",525246,724992,POINT (-9.120674868453044 53.26999045389894)
2613,"Claddaghduff, Claddaghduff, galway",458448,756685,POINT (-10.13571268289721 53.54100370707867)
2614,"Kylebroghlan, Moycullen, galway",520686,731886,POINT (-9.190742413469644 53.33127146880456)
2615,"Boyhill, Athenry, galway",550728,725990,POINT (-8.738859794948057 53.28193687077647)
2616,"Convent Street, Listowel, kerry",495613,602884,POINT (-9.525981260904734 52.16789593224378)
2617,"Inland Fisheries Ireland Store at Clash Industrial Estate, Clash Road, Tralee, kerry",495613,602884,POINT (-9.525981260904734 52.16789593224378)
2618,"Skehanerin Lower, Listowel, kerry",495613,602884,POINT (-9.525981260904734 52.16789593224378)
2619,"Ardteegalvan, Headford, Killarney, kerry",526412,747503,POINT (-9.108437373920124 53.47241957505713)
2620,"Scrahan, Duagh, kerry",506457,628194,POINT (-9.374530917659966 52.39727457896872)
2621,"Killeenlea, Celbridge, kildare",694561,732917,POINT (-6.58011729861527 53.33803080486913)
2622,"The K Club Hotel, Straffan, kildare",691233,732472,POINT (-6.630201138732263 53.33461680118833)
2623,"Limeside, Castle Gardens, Kilkenny, kilkenny",655034,651555,POINT (-7.187378757905013 52.61245166911024)
2624,"Barrabehy, Mooncoin, kilkenny",651092,622504,POINT (-7.250033220518216 52.35174174822477)
2625,"Ballyogan, Graiguenamanagh, kilkenny",671269,640872,POINT (-6.949990033289439 52.51456098586483)
2626,"Tullaroan Village, Tullaroan, Co. Kilkenny",638235,655672,POINT (-7.434937025517342 52.65089532971768)
2627,"Farnans, Ballylinan, laois",661696,683026,POINT (-7.083102500965927 52.89455601680157)
2628,"Rathduff, Hollymount, laois",520770,814506,POINT (-9.21060180429923 54.07357648986784)
2629,"Liffane, Askeaton, limerick",530709,647451,POINT (-9.022245811415269 52.57393953033023)
2630,"BILBOA, CAPPAMORE, limerick",580373,652503,POINT (-8.289878550041944 52.62340487263599)
2631,"Garranbane, Murroe, limerick",574416,656898,POINT (-8.378198456435722 52.66265832812192)
2632,"Darragh Beg, Glenroe, limerick",572993,616569,POINT (-8.395965772326937 52.30011122344856)
2633,"Moygh, Ballymahon, longford",613969,757449,POINT (-7.789124256302314 53.56675564477037)
2634,"Smarmore Castle, Ardee, louth",700747,795264,POINT (-6.467105188656862 53.89697401999561)
2635,"Strand Road, Termonfeckin, louth",712745,781382,POINT (-6.289726148524386 53.76981458599977)
2636,"Liscromwell, Castlebar, mayo",517450,791261,POINT (-9.25502593871806 53.86422654574537)
2637,"Ballydavock, Belcarra, Castlebar, mayo",511244,799206,POINT (-9.351651330446847 53.93457765877444)
2638,"Carrowclogher, Ballyhean, Castlebar, mayo",511244,799206,POINT (-9.351651330446847 53.93457765877444)
2639,"St Mary s Hospital, Castlebar, mayo",511244,799206,POINT (-9.351651330446847 53.93457765877444)
2640,"CARRS CROSS, COLEHILL, KINNEGAD, meath",638144,726288,POINT (-7.427964269097445 53.28553189370627)
2641,"Powderlough, Dunshaughlin, meath",699288,749173,POINT (-6.504048384835245 53.4832055540038)
2642,"Aughnasedagh, Monaghan, monaghan",666179,824960,POINT (-6.986485044462905 54.16934010124003)
2643,"Ballyboy, Ballyboy, offaly",619468,713689,POINT (-7.70880675651573 53.17331930012277)
2644,"MONASTERORIS BUSINESS CAMPUS, FRANCIS STREET, EDENDERRY, offaly",624465,722747,POINT (-7.633371150472769 53.25451689537456)
2645,"GALLAGH, ROSCOMMON, roscommon",567760,743373,POINT (-8.485239937470247 53.43945940404115)
2646,"Ardkeeran Townland, Riverstown, sligo",572646,580953,POINT (-8.398188069615331 51.97995798389326)
2647,"Newcastle National School, Newcastle, Clonmel, tipperary",592603,613851,POINT (-8.108393496850713 52.27629433277646)
2648,"Magowry, Drangan, Thurles, tipperary",599651,652230,POINT (-8.005154260002385 52.62130565142074)
2649,"Greenrath, Tipperary, tipperary",588051,638003,POINT (-8.175957867820284 52.4933008592151)
2650,"Garraun, Modeligo, Dungarvan, waterford",619338,605000,POINT (-7.717134344941401 52.19644680365045)
2651,"Crossery, Knockanore, waterford",608602,586901,POINT (-7.874631196320118 52.03403078619898)
2652,"Brownswood, Portlaw, waterford",644677,619385,POINT (-7.344604811158581 52.32426863713827)
2653,"Clonea Road, Dungarvan, waterford",619338,605000,POINT (-7.717134344941401 52.19644680365045)
2654,"Ballyrandle, Dungarvan, waterford",629326,594170,POINT (-7.571973454043947 52.09866068124092)
2655,"Knockanea, Fardrum,, ~Athlone, westmeath",636917,753182,POINT (-7.443217580542209 53.5272993230716)
2656,"Cullion, Mullingar, westmeath",621087,823626,POINT (-7.677126079788374 54.16118476320445)
2657,"Castlepollard Road, Mullingar, westmeath",636917,753182,POINT (-7.443217580542209 53.5272993230716)
2658,"Scar, Duncormick, wexford",693652,612210,POINT (-6.628317879026432 52.25362540517622)
2659,"Rock of Ballingly, Harristown, wexford",687085,612897,POINT (-6.724298051959668 52.2608771979242)
2660,"Park, Killag,, Duncormick, wexford",690334,610650,POINT (-6.67731795165511 52.24016146191472)
2661,"Clonsilla West, Ballynestragh, wexford",715574,663451,POINT (-6.289608162106606 52.70982287037894)
2662,"Crosstown, Ardcavan, wexford",704662,623763,POINT (-6.463528426624202 52.35544915923451)
2663,"Ballinagee, Enniskerry, wicklow",720508,714106,POINT (-6.197815838317952 53.16378864348651)
2664,"Ballywaltrim, Bray, wicklow",706700,695550,POINT (-6.410374540773367 53.00002906520766)
2665,"Gorey Road, Carnew, wicklow",700439,663380,POINT (-6.513526023406963 52.71220385787375)
